Commit,Message,Date,Version,Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel
1ec32c25,"Add `@autosize` (#2078)","2022-10-10 14:34:03 -0400",0.13.6,Flux,604,35,86,3,205,106,166,0,3
c7ed5fed,"Merge pull request #2081 from Saransh-cpp/create_bias","2022-10-11 17:55:29 -0700",0.13.6,Flux,602,35,86,3,205,104,166,0,3
74bd04b7,"Fix #2086 re `@autosize` (#2087)","2022-10-16 11:25:57 -0400",0.13.6,Flux,603,35,87,3,205,104,166,0,3
8d948e81,"Add explicit `train!`, unify `update!`, and auto-translate the two `Adam`s (#2082)","2022-11-20 17:10:20 -0500",0.13.8,Flux,621,36,89,17,206,104,166,0,3
40f0a63f,"Re-write training docs (#2114)","2022-12-15 17:03:58 -0500",0.13.9,Flux,624,36,89,17,209,104,166,0,3
79971741,"use NNlib.within_gradient (#2152)","2023-01-06 19:09:43 -0500",0.13.11,Flux,625,36,89,17,210,104,166,0,3
e33de0ce,"Move `dropout` to NNlib (#2150)","2023-01-31 20:32:56 -0500",0.13.11,Flux,612,36,91,17,196,104,165,0,3
d511d7aa,"Match layer output to weights (#2156)","2023-02-07 23:04:16 -0500",0.13.12,Flux,618,36,91,17,200,104,167,0,3
2d357ad3,"Add friendly size check (#2176)","2023-02-09 23:23:35 -0500",0.13.12,Flux,618,36,92,17,200,103,167,0,3
68b165cf,"Add `f16` (#2184)","2023-02-11 05:11:20 -0500",0.13.12,Flux,620,36,92,17,202,101,169,0,3
d91c203d,"remove flatten","2023-02-13 09:22:38 +0100",0.13.12,Flux,619,36,91,17,202,101,169,0,3
6278916b,"Revert ""remove flatten""","2023-02-13 09:33:46 +0100",0.13.12,Flux,620,36,92,17,202,101,169,0,3
8a45b88e,"remove Flux.flatten in favor of MLUtils.flatten (#2188)","2023-02-14 14:16:42 +0100",0.13.12,Flux,619,36,91,17,202,101,169,0,3
dd6318f5,"reintroduce flatten (#2196)","2023-02-24 04:28:20 +0100",0.13.13,Flux,620,36,92,17,202,101,169,0,3
cc1ae6c3,"Merge pull request #2189 from pxl-th/pxl-th/amdgpu","2023-02-28 07:22:01 -0800",0.13.13,Flux,623,37,92,17,204,101,169,0,3
0155f61e,"MultiHeadAttention implementation (#2146)","2023-03-11 08:53:14 +0100",0.13.14,Flux,629,39,91,17,209,101,169,0,3
